conditions,output_term,defect_probability,samples,weighted_samples,depth,path_sample_count,average_membership,minimum_membership,feature_score_details,source_rules,source_rule_count,rule_id,rule_text,rule_weight,rule_support,rule_certainty,conditions_text
"{'b': 'Medium', 'lOBlank': 'Medium', 'loc': 'Medium', 'locCodeAndComment': 'Low'}",Low,0.10870881216625239,45,41.39811214319047,7,45,0.6924910767913941,0.6139281405691743,"{'loc': {'lower': 0.10886405408382416, 'upper': 0.2502959072589874, 'selected_term': 'Medium', 'selected_membership': 0.6459009613245724, 'sample_count': 45, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.6459009613245724, 'High': 0.35409903867542764}}, 'i': {'lower': None, 'upper': 0.12205105274915695, 'selected_term': None, 'selected_membership': 0.5048402590468402, 'sample_count': 45, 'mapping_status': 'ambiguous_membership', 'all_memberships': {'Low': 0.5048402590468402, 'Medium': 0.4951597409531599, 'High': 0.0}}, 'b': {'lower': 0.029181543737649918, 'upper': None, 'selected_term': 'Medium', 'selected_membership': 0.6139281405691743, 'sample_count': 45, 'mapping_status': None, 'all_memberships': {'Low': 0.018895907717660337, 'Medium': 0.6139281405691743, 'High': 0.36717595171316547}}, 'lOBlank': {'lower': None, 'upper': 0.15910391509532928, 'selected_term': 'Medium', 'selected_membership': 0.6212463163829407, 'sample_count': 45, 'mapping_status': None, 'all_memberships': {'Low': 0.12160599335861905, 'Medium': 0.6212463163829407, 'High': 0.2571476902584402}}, 'locCodeAndComment': {'lower': None, 'upper': 0.1279362514615059, 'selected_term': 'Low', 'selected_membership': 0.8888888888888888, 'sample_count': 45, 'mapping_status': None, 'all_memberships': {'Low': 0.8888888888888888, 'Medium': 0.0, 'High': 0.1111111111111111}}}","[{'output_term': 'Low', 'defect_probability': 0.10870881216625239, 'samples': 45, 'weighted_samples': 41.39811214319047, 'depth': 7}]",1,30,IF (b IS Medium) AND (lOBlank IS Medium) AND (loc IS Medium) AND (locCodeAndComment IS Low) THEN (Risk IS Low) WEIGHT 0.0500,0.05,0.029897733961153417,0.8912911878337476,b IS Medium AND lOBlank IS Medium AND loc IS Medium AND locCodeAndComment IS Low
"{'b': 'Low', 'i': 'Low', 'lOBlank': 'Low', 'loc': 'Low'}",Low,0.06024865389755979,41,37.34805100096867,6,41,0.8861779798953495,0.6041287087168359,"{'loc': {'lower': None, 'upper': 0.03602169267833233, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 41, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': 0.08744272962212563, 'upper': None, 'selected_term': 'Low', 'selected_membership': 0.6041287087168359, 'sample_count': 41, 'mapping_status': None, 'all_memberships': {'Low': 0.6041287087168359, 'Medium': 0.3945616396309548, 'High': 0.00130965165220942}}, 'b': {'lower': None, 'upper': 0.003442299785092473, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 41, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'lOBlank': {'lower': None, 'upper': 0.045515356585383415, 'selected_term': 'Low', 'selected_membership': 0.9405832108645625, 'sample_count': 41, 'mapping_status': None, 'all_memberships': {'Low': 0.9405832108645625, 'Medium': 0.0594167891354374, 'High': 0.0}}}","[{'output_term': 'Low', 'defect_probability': 0.06024865389755979, 'samples': 41, 'weighted_samples': 37.34805100096867, 'depth': 6}]",1,31,IF (b IS Low) AND (i IS Low) AND (lOBlank IS Low) AND (loc IS Low) THEN (Risk IS Low) WEIGHT 0.0500,0.05,0.02697277810476734,0.9397513461024403,b IS Low AND i IS Low AND lOBlank IS Low AND loc IS Low
{'loc': 'Medium'},High,1.0,30,33.75254697758659,3,30,0.8420704815089423,0.8420704815089423,"{'loc': {'lower': 0.10606422647833824, 'upper': 0.10886405408382416, 'selected_term': 'Medium', 'selected_membership': 0.8420704815089423, 'sample_count': 30, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.8420704815089423, 'High': 0.1579295184910578}}}","[{'output_term': 'High', 'defect_probability': 1.0, 'samples': 30, 'weighted_samples': 33.75254697758659, 'depth': 3}]",1,32,IF (loc IS Medium) THEN (Risk IS High) WEIGHT 0.0500,0.05,0.024376103590347094,1.0,loc IS Medium
"{'ev_g': 'Low', 'i': 'High', 'loc': 'High', 'v_g': 'Low'}",Medium,0.40744020069491954,31,30.374847328942213,5,31,0.9989086406708885,0.9956345626835541,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 31, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'v_g': {'lower': None, 'upper': 0.0013332371599972248, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 31, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'ev_g': {'lower': None, 'upper': 0.0005220413440838456, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 31, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': 0.20196248590946198, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.9956345626835541, 'sample_count': 31, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.004365437316446015, 'High': 0.9956345626835541}}}","[{'output_term': 'Medium', 'defect_probability': 0.40744020069491954, 'samples': 31, 'weighted_samples': 30.374847328942213, 'depth': 5}]",1,33,IF (ev_g IS Low) AND (i IS High) AND (loc IS High) AND (v_g IS Low) THEN (Risk IS Medium) WEIGHT 0.0500,0.05,0.021936727486756773,0.5925597993050804,ev_g IS Low AND i IS High AND loc IS High AND v_g IS Low
"{'branchCount': 'High', 'ev_g': 'Low', 'i': 'Low', 'loc': 'High'}",Low,0.12196576477084477,30,27.673787837925286,5,30,0.8698597389057315,0.5287882644297058,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 30, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'ev_g': {'lower': None, 'upper': 0.0005220413440838456, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 30, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': None, 'upper': 0.20196248590946198, 'selected_term': 'Low', 'selected_membership': 0.5287882644297058, 'sample_count': 30, 'mapping_status': None, 'all_memberships': {'Low': 0.5287882644297058, 'Medium': 0.3615359582735366, 'High': 0.10967577729675758}}, 'branchCount': {'lower': 0.14999999850988388, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.9506506911932205, 'sample_count': 30, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.04934930880677945, 'High': 0.9506506911932205}}}","[{'output_term': 'Low', 'defect_probability': 0.12196576477084477, 'samples': 30, 'weighted_samples': 27.673787837925286, 'depth': 5}]",1,34,IF (branchCount IS High) AND (ev_g IS Low) AND (i IS Low) AND (loc IS High) THEN (Risk IS Low) WEIGHT 0.0500,0.05,0.019986021188934545,0.8780342352291552,branchCount IS High AND ev_g IS Low AND i IS Low AND loc IS High
"{'branchCount': 'Medium', 'ev_g': 'Low', 'i': 'Low', 'loc': 'High'}",High,0.7983411961649672,25,26.776287116952982,6,25,0.8127573565884741,0.49343604924690376,"{'loc': {'lower': 0.2502959072589874, 'upper': 0.32489046454429626, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 25, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'ev_g': {'lower': None, 'upper': 0.0005220413440838456, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 25, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': None, 'upper': 0.20196248590946198, 'selected_term': 'Low', 'selected_membership': 0.7575933771069928, 'sample_count': 25, 'mapping_status': None, 'all_memberships': {'Low': 0.7575933771069928, 'Medium': 0.21294681479207322, 'High': 0.029459808100933908}}, 'branchCount': {'lower': None, 'upper': 0.14999999850988388, 'selected_term': 'Medium', 'selected_membership': 0.49343604924690376, 'sample_count': 25, 'mapping_status': None, 'all_memberships': {'Low': 0.3276431217554391, 'Medium': 0.49343604924690376, 'High': 0.17892082899765716}}}","[{'output_term': 'High', 'defect_probability': 0.7983411961649672, 'samples': 25, 'weighted_samples': 26.776287116952982, 'depth': 6}]",1,35,IF (branchCount IS Medium) AND (ev_g IS Low) AND (i IS Low) AND (loc IS High) THEN (Risk IS High) WEIGHT 0.0500,0.05,0.01933784579164201,0.7983411961649672,branchCount IS Medium AND ev_g IS Low AND i IS Low AND loc IS High
"{'b': 'High', 'ev_g': 'Low', 'i': 'High', 'loc': 'High', 'v_g': 'High'}",Low,0.23811987925830103,20,18.899470346739903,7,20,0.9723813258765378,0.8619066293826896,"{'loc': {'lower': 0.2502959072589874, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 20, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'v_g': {'lower': 0.0013332371599972248, 'upper': None, 'selected_term': 'High', 'selected_membership': 0.8619066293826896, 'sample_count': 20, 'mapping_status': None, 'all_memberships': {'Low': 0.024169808750351292, 'Medium': 0.11392356186695911, 'High': 0.8619066293826896}}, 'ev_g': {'lower': None, 'upper': 0.0005220413440838456, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 20, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': 0.20196248590946198, 'upper': 0.5540318787097931, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 20, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'b': {'lower': 0.4102581739425659, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 20, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}}","[{'output_term': 'Low', 'defect_probability': 0.23811987925830103, 'samples': 20, 'weighted_samples': 18.899470346739903, 'depth': 7}]",1,36,IF (b IS High) AND (ev_g IS Low) AND (i IS High) AND (loc IS High) AND (v_g IS High) THEN (Risk IS Low) WEIGHT 0.0500,0.05,0.013649205414949876,0.761880120741699,b IS High AND ev_g IS Low AND i IS High AND loc IS High AND v_g IS High
"{'b': 'Low', 'lOBlank': 'Low', 'loc': 'Medium', 'v_g': 'Low'}",Medium,0.38464753413207026,18,17.54985745781359,7,18,0.9551938720925096,0.8207754883700386,"{'loc': {'lower': 0.06402263045310974, 'upper': 0.10606422647833824, 'selected_term': 'Medium', 'selected_membership': 0.8207754883700386, 'sample_count': 18, 'mapping_status': None, 'all_memberships': {'Low': 0.14747984267633646, 'Medium': 0.8207754883700386, 'High': 0.031744668953625044}}, 'v_g': {'lower': None, 'upper': 0.03654571250081062, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 18, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'b': {'lower': None, 'upper': 0.003442299785092473, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 18, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'lOBlank': {'lower': None, 'upper': 0.045515356585383415, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 18, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}}","[{'output_term': 'Medium', 'defect_probability': 0.38464753413207026, 'samples': 18, 'weighted_samples': 17.54985745781359, 'depth': 7}]",1,37,IF (b IS Low) AND (lOBlank IS Low) AND (loc IS Medium) AND (v_g IS Low) THEN (Risk IS Medium) WEIGHT 0.0500,0.05,0.01267451442024712,0.6153524658679297,b IS Low AND lOBlank IS Low AND loc IS Medium AND v_g IS Low
"{'i': 'Medium', 'lOBlank': 'Medium', 'loc': 'Medium', 'locCodeAndComment': 'High'}",Low,0.0769327221812001,16,14.624269977123223,6,16,0.732452514146908,0.5443576068158031,"{'loc': {'lower': 0.10886405408382416, 'upper': 0.2502959072589874, 'selected_term': 'Medium', 'selected_membership': 0.6402797413473105, 'sample_count': 16, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.6402797413473105, 'High': 0.35972025865268964}}, 'i': {'lower': None, 'upper': 0.13954970240592957, 'selected_term': 'Medium', 'selected_membership': 0.5443576068158031, 'sample_count': 16, 'mapping_status': None, 'all_memberships': {'Low': 0.45564239318419686, 'Medium': 0.5443576068158031, 'High': 0.0}}, 'lOBlank': {'lower': None, 'upper': 0.15910391509532928, 'selected_term': 'Medium', 'selected_membership': 0.7451727084245185, 'sample_count': 16, 'mapping_status': None, 'all_memberships': {'Low': 0.0589045795276334, 'Medium': 0.7451727084245185, 'High': 0.19592271204784806}}, 'locCodeAndComment': {'lower': 0.1279362514615059, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 16, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}}","[{'output_term': 'Low', 'defect_probability': 0.0769327221812001, 'samples': 16, 'weighted_samples': 14.624269977123223, 'depth': 6}]",1,38,IF (i IS Medium) AND (lOBlank IS Medium) AND (loc IS Medium) AND (locCodeAndComment IS High) THEN (Risk IS Low) WEIGHT 0.0500,0.05,0.010561653914067026,0.9230672778187999,i IS Medium AND lOBlank IS Medium AND loc IS Medium AND locCodeAndComment IS High
"{'branchCount': 'Medium', 'ev_g': 'Low', 'i': 'Low', 'loc': 'High'}",Low,0.23811987925830103,10,9.449735173369952,6,10,0.8445756677913787,0.6783026711655147,"{'loc': {'lower': 0.32489046454429626, 'upper': None, 'selected_term': 'High', 'selected_membership': 1.0, 'sample_count': 10, 'mapping_status': None, 'all_memberships': {'Low': 0.0, 'Medium': 0.0, 'High': 1.0}}, 'ev_g': {'lower': None, 'upper': 0.0005220413440838456, 'selected_term': 'Low', 'selected_membership': 1.0, 'sample_count': 10, 'mapping_status': None, 'all_memberships': {'Low': 1.0, 'Medium': 0.0, 'High': 0.0}}, 'i': {'lower': None, 'upper': 0.20196248590946198, 'selected_term': 'Low', 'selected_membership': 0.7, 'sample_count': 10, 'mapping_status': None, 'all_memberships': {'Low': 0.7, 'Medium': 0.23270989496342823, 'High': 0.06729010503657176}}, 'branchCount': {'lower': None, 'upper': 0.14999999850988388, 'selected_term': 'Medium', 'selected_membership': 0.6783026711655147, 'sample_count': 10, 'mapping_status': None, 'all_memberships': {'Low': 0.10833333209156988, 'Medium': 0.6783026711655147, 'High': 0.21336399674291537}}}","[{'output_term': 'Low', 'defect_probability': 0.23811987925830103, 'samples': 10, 'weighted_samples': 9.449735173369952, 'depth': 6}]",1,39,IF (branchCount IS Medium) AND (ev_g IS Low) AND (i IS Low) AND (loc IS High) THEN (Risk IS Low) WEIGHT 0.0500,0.05,0.006824602707474938,0.761880120741699,branchCount IS Medium AND ev_g IS Low AND i IS Low AND loc IS High
